bioTime_ms,population,divisions,apoptosis_cum,mutated_alive,G1,S,G2,prophase,metaphase,anaphase,telophase,cytokinesis,arrested
823697166,31,52,14,31,0,0,0,0,0,0,0,0,31
823797738,31,52,14,31,0,0,0,0,0,0,0,0,31
823898482,31,52,14,31,0,0,0,0,0,0,0,0,31
823999074,31,52,14,31,0,0,0,0,0,0,0,0,31
824099650,31,52,14,31,0,0,0,0,0,0,0,0,31
824203738,31,52,14,31,0,0,0,0,0,0,0,0,31
824307662,31,52,14,31,0,0,0,0,0,0,0,0,31
824411650,31,52,14,31,0,0,0,0,0,0,0,0,31
824515626,31,52,14,31,0,0,0,0,0,0,0,0,31
824616354,31,52,14,31,0,0,0,0,0,0,0,0,31
824720306,31,52,14,31,0,0,0,0,0,0,0,0,31
824824326,31,52,14,31,0,0,0,0,0,0,0,0,31
824928314,31,52,14,31,0,0,0,0,0,0,0,0,31
825032302,31,52,14,31,0,0,0,0,0,0,0,0,31
825132814,31,52,14,31,0,0,0,0,0,0,0,0,31
825236962,31,52,14,31,0,0,0,0,0,0,0,0,31
825340794,31,52,14,31,31,0,0,0,0,0,0,0,0
825441522,31,52,14,31,31,0,0,0,0,0,0,0,0
825548846,31,52,14,31,31,0,0,0,0,0,0,0,0
825656114,31,52,14,31,31,0,0,0,0,0,0,0,0
825763454,31,52,14,31,31,0,0,0,0,0,0,0,0
825870914,31,52,14,31,31,0,0,0,0,0,0,0,0
825974914,31,52,14,31,31,0,0,0,0,0,0,0,0
826075454,31,52,14,31,31,0,0,0,0,0,0,0,0
826176190,31,52,14,31,31,0,0,0,0,0,0,0,0
826280086,31,52,14,31,31,0,0,0,0,0,0,0,0
826377426,31,52,14,31,31,0,0,0,0,0,0,0,0
826481414,31,52,14,31,31,0,0,0,0,0,0,0,0
826585414,31,52,14,31,31,0,0,0,0,0,0,0,0
826686046,31,52,14,31,31,0,0,0,0,0,0,0,0
826790006,31,52,14,31,31,0,0,0,0,0,0,0,0
826894002,31,52,14,31,31,0,0,0,0,0,0,0,0
826998054,31,52,14,31,31,0,0,0,0,0,0,0,0
827102026,31,52,14,31,31,0,0,0,0,0,0,0,0
827206010,31,52,14,31,31,0,0,0,0,0,0,0,0
827309998,31,52,14,31,31,0,0,0,0,0,0,0,0
827413902,31,52,14,31,31,0,0,0,0,0,0,0,0
827517990,31,52,14,31,31,0,0,0,0,0,0,0,0
827621978,31,52,14,31,31,0,0,0,0,0,0,0,0
827729230,31,52,14,31,31,0,0,0,0,0,0,0,0
827833238,31,52,14,31,31,0,0,0,0,0,0,0,0
827933874,31,52,14,31,31,0,0,0,0,0,0,0,0
828034430,31,52,14,31,31,0,0,0,0,0,0,0,0
828138554,31,52,14,31,31,0,0,0,0,0,0,0,0
828242518,31,52,14,31,31,0,0,0,0,0,0,0,0
828343162,31,52,14,31,31,0,0,0,0,0,0,0,0
828447162,31,52,14,31,31,0,0,0,0,0,0,0,0
828551074,31,52,14,31,31,0,0,0,0,0,0,0,0
828651626,31,52,14,31,31,0,0,0,0,0,0,0,0
828759094,31,52,14,31,31,0,0,0,0,0,0,0,0
828863106,31,52,14,31,31,0,0,0,0,0,0,0,0
828966922,31,52,14,31,31,0,0,0,0,0,0,0,0
829074310,31,52,14,31,31,0,0,0,0,0,0,0,0
829178258,31,52,14,31,31,0,0,0,0,0,0,0,0
829282242,31,52,14,31,31,0,0,0,0,0,0,0,0
829383006,31,52,14,31,31,0,0,0,0,0,0,0,0
829483582,31,52,14,31,31,0,0,0,0,0,0,0,0
829587610,31,52,14,31,31,0,0,0,0,0,0,0,0
829691662,31,52,14,31,31,0,0,0,0,0,0,0,0
829792234,31,52,14,31,31,0,0,0,0,0,0,0,0
829896250,31,52,14,31,31,0,0,0,0,0,0,0,0
829996834,31,52,14,31,31,0,0,0,0,0,0,0,0
830097446,31,52,14,31,31,0,0,0,0,0,0,0,0
830201494,31,52,14,31,31,0,0,0,0,0,0,0,0
830302110,31,52,14,31,31,0,0,0,0,0,0,0,0
830406106,31,52,14,31,31,0,0,0,0,0,0,0,0
830506714,31,52,14,31,31,0,0,0,0,0,0,0,0
830607278,31,52,14,31,31,0,0,0,0,0,0,0,0
830711246,31,52,14,31,31,0,0,0,0,0,0,0,0
830811886,31,52,14,31,31,0,0,0,0,0,0,0,0
830912650,31,52,14,31,31,0,0,0,0,0,0,0,0
831016662,31,52,14,31,31,0,0,0,0,0,0,0,0
831120498,31,52,14,31,31,0,0,0,0,0,0,0,0
831221258,31,52,14,31,31,0,0,0,0,0,0,0,0
831328470,31,52,14,31,31,0,0,0,0,0,0,0,0
831435830,31,52,14,31,31,0,0,0,0,0,0,0,0
831536450,31,52,14,31,31,0,0,0,0,0,0,0,0
831640502,31,52,15,31,31,0,0,0,0,0,0,0,0
831744502,31,52,15,31,31,0,0,0,0,0,0,0,0
831848422,31,52,15,31,31,0,0,0,0,0,0,0,0
831952374,31,52,15,31,31,0,0,0,0,0,0,0,0
832053154,31,52,16,31,31,0,0,0,0,0,0,0,0
832157034,31,52,16,31,31,0,0,0,0,0,0,0,0
832264386,31,52,16,31,31,0,0,0,0,0,0,0,0
832364970,31,52,16,31,31,0,0,0,0,0,0,0,0
832469130,31,52,16,31,31,0,0,0,0,0,0,0,0
832572974,31,52,16,31,31,0,0,0,0,0,0,0,0
832677082,31,52,16,31,31,0,0,0,0,0,0,0,0
832780970,31,52,16,31,31,0,0,0,0,0,0,0,0
832884958,31,52,16,31,31,0,0,0,0,0,0,0,0
832985610,31,52,16,31,31,0,0,0,0,0,0,0,0
833089610,31,52,16,31,31,0,0,0,0,0,0,0,0
833193570,31,52,16,31,31,0,0,0,0,0,0,0,0
833294238,31,52,16,31,31,0,0,0,0,0,0,0,0
833394850,31,52,16,31,31,0,0,0,0,0,0,0,0
833498910,31,52,16,31,31,0,0,0,0,0,0,0,0
833602914,31,52,16,31,31,0,0,0,0,0,0,0,0
833706910,31,52,16,31,31,0,0,0,0,0,0,0,0
833807478,31,52,16,31,31,0,0,0,0,0,0,0,0
833908126,30,52,16,30,30,0,0,0,0,0,0,0,0
834008770,30,52,16,30,30,0,0,0,0,0,0,0,0
834112738,30,52,16,30,30,0,0,0,0,0,0,0,0
834216734,30,52,16,30,30,0,0,0,0,0,0,0,0
834317310,29,52,16,29,29,0,0,0,0,0,0,0,0
834414594,29,52,17,29,29,0,0,0,0,0,0,0,0
834518590,29,52,17,29,29,0,0,0,0,0,0,0,0
834622606,29,52,17,29,29,0,0,0,0,0,0,0,0
834723190,29,52,17,29,29,0,0,0,0,0,0,0,0
834827250,29,52,17,29,29,0,0,0,0,0,0,0,0
834927874,29,52,17,29,29,0,0,0,0,0,0,0,0
835031882,29,52,17,29,29,0,0,0,0,0,0,0,0
835135870,29,52,17,29,29,0,0,0,0,0,0,0,0
835239790,29,52,17,29,29,0,0,0,0,0,0,0,0
835340338,29,52,17,29,29,0,0,0,0,0,0,0,0
835444478,29,52,17,29,29,0,0,0,0,0,0,0,0
835545038,29,52,17,29,29,0,0,0,0,0,0,0,0
835649030,29,52,17,29,29,0,0,0,0,0,0,0,0
835749598,29,52,17,29,29,0,0,0,0,0,0,0,0
835853666,29,52,17,29,29,0,0,0,0,0,0,0,0
835957690,29,52,17,29,29,0,0,0,0,0,0,0,0
836058362,29,52,17,29,29,0,0,0,0,0,0,0,0
836158974,29,52,17,29,29,0,0,0,0,0,0,0,0
836259558,28,52,17,28,28,0,0,0,0,0,0,0,0
836360126,28,52,17,28,28,0,0,0,0,0,0,0,0
836464166,28,52,17,28,28,0,0,0,0,0,0,0,0
836568230,28,52,17,28,28,0,0,0,0,0,0,0,0
836668854,28,52,17,28,28,0,0,0,0,0,0,0,0
836769442,28,52,17,28,28,0,0,0,0,0,0,0,0
836873434,28,52,17,28,28,0,0,0,0,0,0,0,0
836974066,28,52,17,28,28,0,0,0,0,0,0,0,0
837078106,28,52,17,28,28,0,0,0,0,0,0,0,0
837178666,28,52,17,28,28,0,0,0,0,0,0,0,0
837279286,28,52,17,28,28,0,0,0,0,0,0,0,0
837386686,28,52,17,28,28,0,0,0,0,0,0,0,0
837487242,28,52,17,28,28,0,0,0,0,0,0,0,0
837587834,28,52,17,28,28,0,0,0,0,0,0,0,0
837691822,28,52,17,28,28,0,0,0,0,0,0,0,0
837795890,28,52,17,28,28,0,0,0,0,0,0,0,0
837899930,28,52,17,28,28,0,0,0,0,0,0,0,0
838000566,28,52,17,28,28,0,0,0,0,0,0,0,0
838101122,28,52,17,28,28,0,0,0,0,0,0,0,0
838205178,28,52,17,28,28,0,0,0,0,0,0,0,0
838305758,28,52,17,28,28,0,0,0,0,0,0,0,0
838409774,28,52,17,28,28,0,0,0,0,0,0,0,0
838510346,28,52,17,28,28,0,0,0,0,0,0,0,0
838614366,28,52,17,28,28,0,0,0,0,0,0,0,0
838714934,28,52,17,28,28,0,0,0,0,0,0,0,0
838818950,28,52,17,28,28,0,0,0,0,0,0,0,0
838919550,28,52,17,28,28,0,0,0,0,0,0,0,0
839020342,28,52,17,28,28,0,0,0,0,0,0,0,0
839124174,28,52,17,28,28,0,0,0,0,0,0,0,0
839224926,28,52,17,28,28,0,0,0,0,0,0,0,0
839325478,28,52,17,28,28,0,0,0,0,0,0,0,0
839429454,28,52,17,28,28,0,0,0,0,0,0,0,0
839530074,28,52,17,28,28,0,0,0,0,0,0,0,0
839634014,28,52,17,28,28,0,0,0,0,0,0,0,0
839731418,28,52,17,28,28,0,0,0,0,0,0,0,0
839838822,28,52,17,28,28,0,0,0,0,0,0,0,0
839939402,28,52,17,28,28,0,0,0,0,0,0,0,0
840039990,28,52,17,28,28,0,0,0,0,0,0,0,0
840144030,28,52,17,28,28,0,0,0,0,0,0,0,0
840248050,28,52,17,28,28,0,0,0,0,0,0,0,0
840348630,28,52,17,28,28,0,0,0,0,0,0,0,0
840452602,28,52,17,28,28,0,0,0,0,0,0,0,0
840553190,28,52,17,28,28,0,0,0,0,0,0,0,0
840657190,28,52,17,28,28,0,0,0,0,0,0,0,0
840764610,28,52,17,28,28,0,0,0,0,0,0,0,0
840865202,28,52,17,28,28,0,0,0,0,0,0,0,0
840972506,28,52,17,28,28,0,0,0,0,0,0,0,0
841073138,28,52,17,28,28,0,0,0,0,0,0,0,0
841173730,28,52,17,28,28,0,0,0,0,0,0,0,0
841277778,28,52,17,28,28,0,0,0,0,0,0,0,0
841378438,28,52,17,28,28,0,0,0,0,0,0,0,0
841479026,28,52,17,28,28,0,0,0,0,0,0,0,0
841583014,28,52,17,28,28,0,0,0,0,0,0,0,0
841686986,28,52,17,28,28,0,0,0,0,0,0,0,0
841787694,28,52,17,28,28,0,0,0,0,0,0,0,0
841888270,28,52,17,28,28,0,0,0,0,0,0,0,0
841992294,28,52,17,28,28,0,0,0,0,0,0,0,0
842092898,28,52,17,28,28,0,0,0,0,0,0,0,0
842193490,28,52,17,28,28,0,0,0,0,0,0,0,0
842297486,28,52,17,28,28,0,0,0,0,0,0,0,0
842398222,28,52,17,28,28,0,0,0,0,0,0,0,0
842502226,28,52,17,28,28,0,0,0,0,0,0,0,0
842606206,28,52,17,28,28,0,0,0,0,0,0,0,0
842706770,28,52,17,28,28,0,0,0,0,0,0,0,0
842810738,28,52,17,28,28,0,0,0,0,0,0,0,0
842911462,28,52,17,28,28,0,0,0,0,0,0,0,0
843012066,28,52,17,28,28,0,0,0,0,0,0,0,0
843116042,28,52,17,28,28,0,0,0,0,0,0,0,0
843220090,28,52,17,28,28,0,0,0,0,0,0,0,0
843324058,28,52,17,28,28,0,0,0,0,0,0,0,0
843428038,28,52,17,28,28,0,0,0,0,0,0,0,0
843528622,28,52,17,28,28,0,0,0,0,0,0,0,0
843632510,28,52,17,28,28,0,0,0,0,0,0,0,0
843733278,28,52,17,28,28,0,0,0,0,0,0,0,0
843833946,28,52,17,28,28,0,0,0,0,0,0,0,0
843937754,28,52,17,28,28,0,0,0,0,0,0,0,0
844041754,28,52,17,28,28,0,0,0,0,0,0,0,0
844145766,28,52,17,28,28,0,0,0,0,0,0,0,0
844246394,28,52,17,28,28,0,0,0,0,0,0,0,0
844347162,28,52,17,28,28,0,0,0,0,0,0,0,0
844451030,28,52,17,28,28,0,0,0,0,0,0,0,0
844551798,28,52,17,28,28,0,0,0,0,0,0,0,0
844652354,28,52,17,28,28,0,0,0,0,0,0,0,0
844756250,28,52,17,28,28,0,0,0,0,0,0,0,0
844860222,28,52,17,28,28,0,0,0,0,0,0,0,0
844964238,28,52,17,28,28,0,0,0,0,0,0,0,0
845064966,28,52,17,28,28,0,0,0,0,0,0,0,0
845165566,28,52,17,28,28,0,0,0,0,0,0,0,0
845269530,28,52,17,28,28,0,0,0,0,0,0,0,0
845373558,28,52,17,28,28,0,0,0,0,0,0,0,0
845477530,28,52,17,28,28,0,0,0,0,0,0,0,0
845578090,28,52,17,28,28,0,0,0,0,0,0,0,0
845682106,28,52,17,28,28,0,0,0,0,0,0,0,0
845782686,28,52,17,28,28,0,0,0,0,0,0,0,0
845886866,28,52,17,28,28,0,0,0,0,0,0,0,0
845987490,28,52,17,28,28,0,0,0,0,0,0,0,0
846088094,28,52,17,28,28,0,0,0,0,0,0,0,0
846192090,28,52,17,28,28,0,0,0,0,0,0,0,0
846295950,28,52,17,28,28,0,0,0,0,0,0,0,0
846396674,28,52,17,28,28,0,0,0,0,0,0,0,0
846500706,28,52,17,28,28,0,0,0,0,0,0,0,0
846601358,28,52,17,28,28,0,0,0,0,0,0,0,0
846705342,28,52,17,28,28,0,0,0,0,0,0,0,0
846809302,28,52,17,28,28,0,0,0,0,0,0,0,0
846909954,28,52,17,28,28,0,0,0,0,0,0,0,0
847010522,28,52,17,28,28,0,0,0,0,0,0,0,0
847111062,28,52,17,28,28,0,0,0,0,0,0,0,0
847211706,28,52,17,28,28,0,0,0,0,0,0,0,0
847312466,28,52,17,28,28,0,0,0,0,0,0,0,0
847416422,28,52,17,28,28,0,0,0,0,0,0,0,0
847516982,28,52,17,28,28,0,0,0,0,0,0,0,0
847617738,28,52,17,28,28,0,0,0,0,0,0,0,0
847721562,28,52,17,28,28,0,0,0,0,0,0,0,0
847822346,28,52,17,28,28,0,0,0,0,0,0,0,0
847926334,28,52,17,28,28,0,0,0,0,0,0,0,0
848026834,28,52,17,28,28,0,0,0,0,0,0,0,0
848127626,28,52,17,28,28,0,0,0,0,0,0,0,0
848228082,28,52,17,28,28,0,0,0,0,0,0,0,0
848332078,28,52,17,28,28,0,0,0,0,0,0,0,0
848432722,28,52,17,28,28,0,0,0,0,0,0,0,0
848533442,28,52,17,28,26,0,0,0,0,0,0,0,2
848637446,28,52,17,28,24,0,0,0,0,0,0,0,4
848741346,28,52,17,28,24,0,0,0,0,0,0,0,4
848842022,28,52,17,28,24,0,0,0,0,0,0,0,4
848942566,28,52,17,28,24,0,0,0,0,0,0,0,4
849046566,28,52,17,28,24,0,0,0,0,0,0,0,4
849150610,28,52,17,28,22,0,0,0,0,0,0,0,6
849251266,28,52,17,28,20,0,0,0,0,0,0,0,8
849355334,28,52,17,28,20,0,0,0,0,0,0,0,8
849462518,28,52,17,28,20,0,0,0,0,0,0,0,8
849566558,28,52,17,28,20,0,0,0,0,0,0,0,8
849670606,28,52,17,28,18,0,0,0,0,0,0,0,10
849771122,28,52,17,28,14,0,0,0,0,0,0,0,14
849875270,28,52,17,28,12,0,0,0,0,0,0,0,16
849975874,28,52,17,28,12,0,0,0,0,0,0,0,16
850076414,28,52,17,28,12,0,0,0,0,0,0,0,16
850177070,28,52,17,28,10,0,0,0,0,0,0,0,18
850277790,28,52,17,28,8,0,0,0,0,0,0,0,20
850381678,28,52,17,28,6,0,0,0,0,0,0,0,22
850485670,28,52,17,28,5,0,0,0,0,0,0,0,23
850586266,28,52,17,28,4,0,0,0,0,0,0,0,24
850690414,28,52,17,28,4,0,0,0,0,0,0,0,24
850794238,28,52,17,28,4,0,0,0,0,0,0,0,24
850895010,28,52,17,28,4,0,0,0,0,0,0,0,24
850992250,28,52,17,28,3,0,0,0,0,0,0,0,25
851096242,28,52,17,28,3,0,0,0,0,0,0,0,25
851196794,28,52,17,28,3,0,0,0,0,0,0,0,25
851297434,28,52,17,28,2,0,0,0,0,0,0,0,26
851398018,28,52,17,28,2,0,0,0,0,0,0,0,26
851501994,28,52,17,28,1,0,0,0,0,0,0,0,27
851606038,28,52,17,28,0,0,0,0,0,0,0,0,28
851706702,28,52,17,28,0,0,0,0,0,0,0,0,28
851814098,28,52,17,28,0,0,0,0,0,0,0,0,28
851917958,28,52,17,28,0,0,0,0,0,0,0,0,28
852018602,28,52,17,28,0,0,0,0,0,0,0,0,28
852122698,28,52,17,28,0,0,0,0,0,0,0,0,28
852223222,28,52,17,28,0,0,0,0,0,0,0,0,28
852327362,28,52,17,28,0,0,0,0,0,0,0,0,28
852431326,28,52,17,28,0,0,0,0,0,0,0,0,28
852531994,28,52,17,28,0,0,0,0,0,0,0,0,28
852635842,28,52,17,28,0,0,0,0,0,0,0,0,28
852736518,28,52,17,28,0,0,0,0,0,0,0,0,28
852837182,28,52,17,28,0,0,0,0,0,0,0,0,28
852941238,28,52,17,28,0,0,0,0,0,0,0,0,28
853048566,28,52,17,28,0,0,0,0,0,0,0,0,28
853152502,28,52,17,28,0,0,0,0,0,0,0,0,28
853256450,28,52,17,28,0,0,0,0,0,0,0,0,28
853360470,28,52,17,28,0,0,0,0,0,0,0,0,28
853461086,28,52,17,28,0,0,0,0,0,0,0,0,28
853561762,28,52,17,28,0,0,0,0,0,0,0,0,28
853665794,28,52,17,28,0,0,0,0,0,0,0,0,28
853766406,28,52,17,28,0,0,0,0,0,0,0,0,28
853870230,28,52,17,28,0,0,0,0,0,0,0,0,28
853971042,28,52,17,28,0,0,0,0,0,0,0,0,28
854074854,28,52,17,28,0,0,0,0,0,0,0,0,28
854175662,28,52,17,28,0,0,0,0,0,0,0,0,28
854276142,28,52,17,28,0,0,0,0,0,0,0,0,28
854376830,28,52,17,28,0,0,0,0,0,0,0,0,28
854480850,28,52,18,28,0,0,0,0,0,0,0,0,28
854581482,28,52,18,28,0,0,0,0,0,0,0,0,28
854685542,28,52,18,28,0,0,0,0,0,0,0,0,28
854786090,28,52,18,28,0,0,0,0,0,0,0,0,28
854886638,28,52,18,28,0,0,0,0,0,0,0,0,28
854990610,28,52,18,28,0,0,0,0,0,0,0,0,28
855091366,28,52,18,28,0,0,0,0,0,0,0,0,28
855195386,28,52,18,28,0,0,0,0,0,0,0,0,28
855299226,28,52,18,28,0,0,0,0,0,0,0,0,28
855403206,28,52,18,28,0,0,0,0,0,0,0,0,28
855507250,28,52,18,28,0,0,0,0,0,0,0,0,28
855611342,28,52,18,28,0,0,0,0,0,0,0,0,28
855718706,28,52,18,28,0,0,0,0,0,0,0,0,28
855822578,28,52,18,28,0,0,0,0,0,0,0,0,28
855923274,28,52,18,28,0,0,0,0,0,0,0,0,28
856023902,28,52,18,28,0,0,0,0,0,0,0,0,28
856124514,28,52,18,28,0,0,0,0,0,0,0,0,28
856228418,28,52,18,28,0,0,0,0,0,0,0,0,28
856329102,28,52,18,28,0,0,0,0,0,0,0,0,28
856429778,28,52,18,28,0,0,0,0,0,0,0,0,28
856537190,28,52,18,28,0,0,0,0,0,0,0,0,28
856641086,28,52,18,28,0,0,0,0,0,0,0,0,28
856741682,27,52,18,27,0,0,0,0,0,0,0,0,27
856842398,27,52,18,27,0,0,0,0,0,0,0,0,27
856942974,27,52,18,27,0,0,0,0,0,0,0,0,27
857047002,27,52,18,27,0,0,0,0,0,0,0,0,27
857151042,27,52,18,27,0,0,0,0,0,0,0,0,27
