bioTime_ms,population,divisions,apoptosis_cum,mutated_alive,G1,S,G2,prophase,metaphase,anaphase,telophase,cytokinesis,arrested
857254910,27,52,18,27,0,0,0,0,0,0,0,0,27
857355598,27,52,18,27,0,0,0,0,0,0,0,0,27
857456170,27,52,18,27,0,0,0,0,0,0,0,0,27
857556774,27,52,18,27,0,0,0,0,0,0,0,0,27
857660846,27,52,18,27,0,0,0,0,0,0,0,0,27
857764786,27,52,18,27,0,27,0,0,0,0,0,0,0
857865354,27,52,18,27,0,27,0,0,0,0,0,0,0
857966126,27,52,18,27,0,27,0,0,0,0,0,0,0
858070078,27,52,18,27,0,27,0,0,0,0,0,0,0
858170726,27,52,18,27,0,27,0,0,0,0,0,0,0
858274670,27,52,18,27,0,27,0,0,0,0,0,0,0
858378722,27,52,18,27,0,27,0,0,0,0,0,0,0
858479318,27,52,18,27,0,27,0,0,0,0,0,0,0
858583298,27,52,18,27,0,27,0,0,0,0,0,0,0
858683838,27,52,18,27,0,27,0,0,0,0,0,0,0
858788014,27,52,18,27,0,27,0,0,0,0,0,0,0
859160822,27,52,18,27,0,27,0,0,0,0,0,0,0
859663722,27,52,18,27,0,27,0,0,0,0,0,0,0
860183602,27,52,18,27,0,27,0,0,0,0,0,0,0
860687222,27,52,18,27,0,27,0,0,0,0,0,0,0
861206302,27,52,18,27,0,27,0,0,0,0,0,0,0
861710062,27,52,18,27,0,27,0,0,0,0,0,0,0
862229722,27,52,18,27,0,27,0,0,0,0,0,0,0
862733042,27,52,18,27,0,27,0,0,0,0,0,0,0
863252842,27,52,18,27,0,27,0,0,0,0,0,0,0
863756002,27,52,18,27,0,27,0,0,0,0,0,0,0
864259442,27,52,18,27,0,27,0,0,0,0,0,0,0
864779282,27,52,18,27,0,27,0,0,0,0,0,0,0
865281962,27,52,18,27,0,27,0,0,0,0,0,0,0
865785942,27,52,18,27,0,27,0,0,0,0,0,0,0
866305382,27,52,18,27,0,27,0,0,0,0,0,0,0
866808242,27,52,18,27,0,27,0,0,0,0,0,0,0
867328822,27,52,18,27,0,27,0,0,0,0,0,0,0
867831242,27,52,18,27,0,27,0,0,0,0,0,0,0
868318082,27,52,18,27,0,27,0,0,0,0,0,0,0
868837802,27,52,18,27,0,27,0,0,0,0,0,0,0
869357822,27,52,18,27,0,27,0,0,0,0,0,0,0
869877962,27,52,18,27,0,27,0,0,0,0,0,0,0
870397962,27,52,18,27,0,27,0,0,0,0,0,0,0
870901442,27,52,18,27,0,27,0,0,0,0,0,0,0
871404602,27,52,18,27,0,27,0,0,0,0,0,0,0
871907262,27,52,18,27,0,27,0,0,0,0,0,0,0
872410602,27,52,18,27,0,27,0,0,0,0,0,0,0
872913382,27,52,18,27,0,27,0,0,0,0,0,0,0
873416562,27,52,18,27,0,27,0,0,0,0,0,0,0
873920402,27,52,18,27,0,27,0,0,0,0,0,0,0
874422802,27,52,18,27,0,27,0,0,0,0,0,0,0
874926282,27,52,18,27,0,27,0,0,0,0,0,0,0
875429522,27,52,18,27,0,27,0,0,0,0,0,0,0
875932662,27,52,18,27,0,27,0,0,0,0,0,0,0
876435562,27,52,18,27,0,27,0,0,0,0,0,0,0
876939322,27,52,18,27,0,27,0,0,0,0,0,0,0
877441942,27,52,18,27,0,27,0,0,0,0,0,0,0
877945542,27,52,18,27,0,27,0,0,0,0,0,0,0
878448842,27,52,18,27,0,27,0,0,0,0,0,0,0
878951702,27,52,18,27,0,27,0,0,0,0,0,0,0
879455082,27,52,18,27,0,27,0,0,0,0,0,0,0
879958182,27,52,18,27,0,27,0,0,0,0,0,0,0
880461302,27,52,18,27,0,27,0,0,0,0,0,0,0
880964042,27,52,18,27,0,27,0,0,0,0,0,0,0
881467002,27,52,18,27,0,27,0,0,0,0,0,0,0
881987522,27,52,18,27,0,27,0,0,0,0,0,0,0
882507182,27,52,18,27,0,27,0,0,0,0,0,0,0
883010982,27,52,18,27,0,27,0,0,0,0,0,0,0
883530082,27,52,18,27,0,27,0,0,0,0,0,0,0
884033222,27,52,18,27,0,27,0,0,0,0,0,0,0
884537102,27,52,18,27,0,27,0,0,0,0,0,0,0
885073502,27,52,18,27,0,27,0,0,0,0,0,0,0
885593462,27,52,18,27,0,27,0,0,0,0,0,0,0
886096222,27,52,18,27,0,27,0,0,0,0,0,0,0
886600102,27,52,18,27,0,0,27,0,0,0,0,0,0
887119242,27,52,18,27,0,0,27,0,0,0,0,0,0
887639922,27,52,18,27,0,0,27,0,0,0,0,0,0
888159122,27,52,18,27,0,0,27,0,0,0,0,0,0
888663042,27,52,18,27,0,0,27,0,0,0,0,0,0
889183142,27,52,18,27,0,0,27,0,0,0,0,0,0
889686002,27,52,18,27,0,0,27,0,0,0,0,0,0
890206002,27,52,18,27,0,0,27,0,0,0,0,0,0
890708982,27,52,18,27,0,0,27,0,0,0,0,0,0
891211902,27,52,18,27,0,0,27,0,0,0,0,0,0
891731882,27,52,18,27,0,0,27,0,0,0,0,0,0
892251782,27,52,18,27,0,0,27,0,0,0,0,0,0
892754842,27,52,18,27,0,0,27,0,0,0,0,0,0
893274942,27,52,18,27,0,0,27,0,0,0,0,0,0
893794762,27,52,18,27,0,0,27,0,0,0,0,0,0
894314742,27,52,18,27,0,0,27,0,0,0,0,0,0
894818482,27,52,18,27,0,0,27,0,0,0,0,0,0
895338522,27,52,18,27,0,0,27,0,0,0,0,0,0
895840982,27,52,18,27,0,0,27,0,0,0,0,0,0
896361082,27,52,18,27,0,0,27,0,0,0,0,0,0
896881362,27,52,18,27,0,0,27,0,0,0,0,0,0
897400662,27,52,18,27,0,0,27,0,0,0,0,0,0
897920502,27,52,18,27,0,0,27,0,0,0,0,0,0
898424022,27,52,18,27,0,0,27,0,0,0,0,0,0
898910382,27,52,18,27,0,0,27,0,0,0,0,0,0
899414022,27,52,18,27,0,0,27,0,0,0,0,0,0
899916642,27,52,18,27,0,0,27,0,0,0,0,0,0
900420422,27,52,18,27,0,0,27,0,0,0,0,0,0
900940282,27,52,18,27,0,0,0,0,0,0,0,0,27
901443242,27,52,18,27,0,0,0,0,0,0,0,0,27
901946082,27,52,18,27,0,0,0,0,0,0,0,0,27
902449642,27,52,18,27,0,0,0,0,0,0,0,0,27
902953062,27,52,18,27,0,0,0,0,0,0,0,0,27
903455722,27,52,18,27,0,0,0,0,0,0,0,0,27
903959342,27,52,18,27,0,0,0,0,0,0,0,0,27
904478702,27,52,18,27,0,0,0,0,0,0,0,0,27
904982482,27,52,18,27,0,0,0,0,0,0,0,0,27
905485202,27,52,18,27,0,0,0,0,0,0,0,0,27
905988762,27,52,18,27,0,0,0,0,0,0,0,0,27
906491342,27,52,18,27,0,0,0,0,0,0,0,0,27
906994382,27,52,18,27,0,0,0,0,0,0,0,0,27
907514202,27,52,18,27,0,0,0,0,0,0,0,0,27
908018062,27,52,18,27,0,0,0,0,0,0,0,0,27
908521142,27,52,18,27,0,0,0,0,0,0,0,0,27
909023762,27,52,18,27,0,0,0,0,0,0,0,0,27
909527482,27,52,18,27,0,0,0,0,0,0,0,0,27
910047462,27,52,18,27,0,0,0,0,0,0,0,0,27
910549982,27,52,18,27,0,0,0,0,0,0,0,0,27
911053862,27,52,18,27,0,0,0,0,0,0,0,0,27
911556542,27,52,18,27,0,0,0,0,0,0,0,0,27
912076422,27,52,18,27,0,0,0,0,0,0,0,0,27
912579382,27,52,18,27,0,0,0,0,0,0,0,0,27
913083242,27,52,18,27,0,0,0,0,0,0,0,0,27
913586122,27,52,18,27,0,0,0,0,0,0,0,0,27
914089142,27,52,18,27,0,0,0,0,0,0,0,0,27
914592902,27,52,18,27,0,0,0,0,0,0,0,0,27
915095522,27,52,18,27,0,0,0,0,0,0,0,0,27
915615662,27,52,18,27,0,0,0,0,0,0,0,0,27
916118922,27,52,18,27,0,0,0,0,0,0,0,0,27
916621782,27,52,18,27,0,0,0,0,0,0,0,0,27
917124682,27,52,18,27,0,0,0,0,0,0,0,0,27
917644742,27,52,18,27,0,0,0,0,0,0,0,0,27
918147782,27,52,18,27,0,0,0,0,0,0,0,0,27
918651482,27,52,18,27,0,0,0,0,0,0,0,0,27
919154522,27,52,18,27,0,0,0,0,0,0,0,0,27
919657482,27,52,18,27,0,0,0,0,0,0,0,0,27
920161122,27,52,18,27,0,0,0,0,0,0,0,0,27
920663582,27,52,18,27,0,0,0,0,0,0,0,0,27
921184362,27,52,18,27,0,0,0,0,0,0,0,0,27
921687342,27,52,18,27,0,0,0,0,0,0,0,0,27
922189942,27,52,18,27,0,0,0,0,0,0,0,0,27
922709842,27,52,18,27,0,0,0,0,0,0,0,0,27
923213642,27,52,18,27,0,0,0,0,0,0,0,0,27
923716422,27,52,18,27,0,0,0,0,0,0,0,0,27
924236502,27,52,18,27,0,0,0,0,0,0,0,0,27
924739402,27,52,18,27,0,0,0,0,0,0,0,0,27
925259462,27,52,18,27,0,0,0,0,0,0,0,0,27
925762442,27,52,18,27,0,0,0,0,0,0,0,0,27
926265502,27,52,18,27,0,0,0,0,0,0,0,0,27
926769002,27,52,18,27,0,0,0,0,0,0,0,0,27
927289002,27,52,18,27,0,0,0,0,0,0,0,0,27
927792362,27,52,18,27,0,0,0,0,0,0,0,0,27
928295282,27,52,18,27,0,0,0,0,0,0,0,0,27
928798942,27,52,18,27,0,0,0,0,0,0,0,0,27
929301962,27,52,18,27,0,0,0,0,0,0,0,0,27
929821222,27,52,18,27,0,0,0,0,0,0,0,0,27
930325162,27,52,18,27,0,0,0,0,0,0,0,0,27
930827782,27,52,18,27,0,0,0,0,0,0,0,0,27
931330622,27,52,18,27,0,0,0,0,0,0,0,0,27
931850742,27,52,18,27,0,0,0,0,0,0,0,0,27
932370722,27,52,18,27,0,0,0,0,0,0,0,0,27
932874442,27,52,18,27,0,0,0,0,0,0,0,0,27
933394042,27,52,18,27,0,0,0,0,0,0,0,0,27
933914362,27,52,18,27,0,0,0,0,0,0,0,0,27
934434122,27,52,18,27,0,0,0,0,0,0,0,0,27
934936882,27,52,18,27,0,0,0,0,0,0,0,0,27
935456742,27,52,18,27,0,0,0,0,0,0,0,0,27
935977162,27,52,18,27,0,0,0,0,0,0,0,0,27
936479902,27,52,18,27,0,0,0,0,0,0,0,0,27
937000162,27,52,18,27,0,0,0,0,0,0,0,0,27
937520002,27,52,18,27,0,0,0,0,0,0,0,0,27
938022802,27,52,18,27,0,0,0,0,0,0,0,0,27
938542702,27,52,18,27,0,0,0,0,0,0,0,0,27
939063142,27,52,18,27,0,0,0,0,0,0,0,0,27
939565902,27,52,18,27,0,0,0,0,0,0,0,0,27
940102762,27,52,18,27,0,0,0,0,0,0,0,0,27
940606002,27,52,18,27,0,0,0,0,0,0,0,0,27
941108862,27,52,18,27,0,0,0,0,0,0,0,0,27
941628742,27,52,18,27,0,0,0,0,0,0,0,0,27
942149622,27,52,18,27,0,0,0,0,0,0,0,0,27
942668662,27,52,18,27,0,0,0,0,0,0,0,0,27
943188742,27,52,18,27,0,0,0,27,0,0,0,0,0
943691942,27,52,19,27,0,0,0,27,0,0,0,0,0
944194962,27,52,19,27,0,0,0,1,26,0,0,0,0
944698142,27,52,19,27,0,0,0,1,26,0,0,0,0
945202122,27,52,19,27,0,0,0,1,26,0,0,0,0
945704982,27,52,19,27,0,0,0,1,26,0,0,0,0
946207902,27,52,19,27,0,0,0,1,26,0,0,0,0
946711222,27,52,19,27,0,0,0,1,26,0,0,0,0
947214782,27,52,19,27,0,0,0,1,26,0,0,0,0
947717982,27,52,19,27,0,0,0,1,26,0,0,0,0
948220622,27,52,19,27,0,0,0,1,26,0,0,0,0
948723522,27,52,19,27,0,0,0,1,26,0,0,0,0
949226682,27,52,19,27,0,0,0,1,26,0,0,0,0
949729982,27,52,19,27,0,0,0,1,26,0,0,0,0
950233642,27,52,19,27,0,0,0,1,26,0,0,0,0
950736362,27,52,19,27,0,0,0,1,26,0,0,0,0
951239602,27,52,19,27,0,0,0,1,26,0,0,0,0
951742582,27,52,19,27,0,0,0,1,26,0,0,0,0
952246102,27,52,19,27,0,0,0,1,26,0,0,0,0
952766302,27,52,19,27,0,0,0,1,26,0,0,0,0
953269082,27,52,19,27,0,0,0,1,26,0,0,0,0
953771962,27,52,19,27,0,0,0,1,26,0,0,0,0
954275582,27,52,19,27,0,0,0,1,26,0,0,0,0
954778422,27,52,19,27,0,0,0,1,26,0,0,0,0
955281422,27,52,19,27,0,0,0,1,26,0,0,0,0
955784802,27,52,19,27,0,0,0,1,26,0,0,0,0
956288142,27,52,19,27,0,0,0,1,26,0,0,0,0
956791422,27,52,19,27,0,0,0,1,26,0,0,0,0
957294662,27,52,19,27,0,0,0,1,26,0,0,0,0
957814422,27,52,19,27,0,0,0,1,26,0,0,0,0
958317502,27,52,19,27,0,0,0,1,26,0,0,0,0
958820802,27,52,19,27,0,0,0,1,26,0,0,0,0
959324182,27,52,19,27,0,0,0,1,26,0,0,0,0
959827082,27,52,19,27,0,0,0,1,26,0,0,0,0
960330022,27,52,19,27,0,0,0,1,26,0,0,0,0
960833382,27,52,19,27,0,0,0,1,26,0,0,0,0
961336402,27,52,19,27,0,0,0,1,26,0,0,0,0
961839582,27,52,19,27,0,0,0,1,26,0,0,0,0
962342662,27,52,19,27,0,0,0,1,26,0,0,0,0
962845882,27,52,19,27,0,0,0,1,26,0,0,0,0
963349162,27,52,19,27,0,0,0,1,26,0,0,0,0
963852142,27,52,19,27,0,0,0,1,26,0,0,0,0
964355842,27,52,19,27,0,0,0,1,26,0,0,0,0
964859082,27,52,19,27,0,0,0,1,26,0,0,0,0
965361402,27,52,19,27,0,0,0,1,26,0,0,0,0
965864582,27,52,19,27,0,0,0,1,26,0,0,0,0
966368082,27,52,19,27,0,0,0,1,26,0,0,0,0
966871762,27,52,19,27,0,0,0,1,26,0,0,0,0
967374722,27,52,19,27,0,0,0,1,26,0,0,0,0
967877602,27,52,19,27,0,0,0,1,26,0,0,0,0
968380642,27,52,19,27,0,0,0,1,26,0,0,0,0
968883662,27,52,19,27,0,0,0,1,26,0,0,0,0
969386922,27,52,19,27,0,0,0,1,26,0,0,0,0
969890042,27,52,19,27,0,0,0,1,26,0,0,0,0
970393282,27,52,19,27,0,0,0,1,26,0,0,0,0
970896722,27,52,19,27,0,0,0,1,26,0,0,0,0
971399742,27,52,19,27,0,0,0,1,26,0,0,0,0
971903282,27,52,19,27,0,0,0,1,26,0,0,0,0
972406062,27,52,19,27,0,0,0,1,26,0,0,0,0
972909302,27,52,19,27,0,0,0,1,26,0,0,0,0
973412502,27,52,19,27,0,0,0,1,26,0,0,0,0
973915162,27,52,19,27,0,0,0,1,26,0,0,0,0
974418902,27,52,19,27,0,0,0,1,26,0,0,0,0
974921802,27,52,19,27,0,0,0,1,26,0,0,0,0
975424862,27,52,19,27,0,0,0,1,26,0,0,0,0
975944962,27,52,19,27,0,0,0,1,26,0,0,0,0
976448702,27,52,19,27,0,0,0,1,26,0,0,0,0
976951162,27,52,19,27,0,0,0,1,26,0,0,0,0
977454742,27,52,19,27,0,0,0,1,26,0,0,0,0
977957722,27,52,19,27,0,0,0,1,26,0,0,0,0
978460502,27,52,19,27,0,0,0,1,26,0,0,0,0
978963922,27,52,19,27,0,0,0,1,26,0,0,0,0
979466822,27,52,19,27,0,0,0,1,26,0,0,0,0
979970662,27,52,19,27,0,0,0,1,26,0,0,0,0
980473642,27,52,19,27,0,0,0,1,26,0,0,0,0
980993942,27,52,19,27,0,0,0,1,26,0,0,0,0
981496202,27,52,19,27,0,0,0,1,26,0,0,0,0

# LINEAGE
id,parent,generation,born_ms,died_ms,fate,mutations
1,,1,0,152943436,divided,""
2,1,2,152943436,243042036,divided,""
3,1,2,152943436,238093656,apoptosis,"chromosomal_instab"
4,2,3,243042036,331581096,divided,""
5,2,3,243042036,331598196,divided,"cyclinD_amplification"
6,4,4,331581096,420122256,divided,"p53_KO"
7,4,4,331581096,420221956,divided,"p53_KO"
8,5,4,331598196,420321956,divided,"cyclinD_amplification|oncogene_RAS"
9,5,4,331598196,420221956,divided,"cyclinD_amplification|apoptosis_resistant"
10,6,5,420122256,508744556,divided,"p53_KO"
11,6,5,420122256,508844556,divided,"p53_KO"
12,7,5,420221956,509161336,divided,"p53_KO|chromosomal_instab"
13,7,5,420221956,509061336,divided,"p53_KO|cyclinD_amplification"
14,9,5,420221956,509261336,divided,"cyclinD_amplification|apoptosis_resistant"
15,9,5,420221956,509061336,divided,"cyclinD_amplification|apoptosis_resistant"
16,8,5,420321956,509512936,divided,"cyclinD_amplification|oncogene_RAS|apoptosis_resistant"
17,8,5,420321956,509428636,divided,"cyclinD_amplification|oncogene_RAS"
18,10,6,508744556,599461916,divided,"p53_KO"
19,10,6,508744556,599529076,divided,"p53_KO|cyclinD_amplification"
20,11,6,508844556,599780276,divided,"p53_KO|chromosomal_instab"
21,11,6,508844556,599680276,divided,"p53_KO|apoptosis_resistant"
22,13,6,509061336,600248956,divided,"p53_KO|cyclinD_amplification|apoptosis_resistant"
23,13,6,509061336,600048956,divided,"p53_KO|cyclinD_amplification"
24,15,6,509061336,600148956,divided,"cyclinD_amplification|apoptosis_resistant"
25,15,6,509061336,600048956,divided,"cyclinD_amplification|apoptosis_resistant|oncogene_RAS"
26,12,6,509161336,600649256,divided,"p53_KO|chromosomal_instab"
27,12,6,509161336,600416156,divided,"p53_KO|chromosomal_instab|apoptosis_resistant"
28,14,6,509261336,600749256,divided,"cyclinD_amplification|apoptosis_resistant"
29,14,6,509261336,600549256,divided,"cyclinD_amplification|apoptosis_resistant"
30,17,6,509428636,601201176,divided,"cyclinD_amplification|oncogene_RAS"
31,17,6,509428636,601050856,divided,"cyclinD_amplification|oncogene_RAS"
32,16,6,509512936,601418256,divided,"cyclinD_amplification|oncogene_RAS|apoptosis_resistant"
33,16,6,509512936,601301176,divided,"cyclinD_amplification|oncogene_RAS|apoptosis_resistant"
34,18,7,599461916,733329849,apoptosis,"p53_KO|cyclinD_amplification"
35,18,7,599461916,733329849,apoptosis,"p53_KO"
36,19,7,599529076,733329849,apoptosis,"p53_KO|cyclinD_amplification"
37,19,7,599529076,733329849,apoptosis,"p53_KO|cyclinD_amplification|oncogene_RAS"
38,21,7,599680276,794111209,divided,"p53_KO|apoptosis_resistant"
39,21,7,599680276,794211209,divided,"p53_KO|apoptosis_resistant"
40,20,7,599780276,733329849,apoptosis,"p53_KO|chromosomal_instab|oncogene_RAS"
41,20,7,599780276,733329849,apoptosis,"p53_KO|chromosomal_instab|cyclinD_amplification"
42,23,7,600048956,733329849,apoptosis,"p53_KO|cyclinD_amplification|oncogene_RAS"
43,23,7,600048956,733329849,apoptosis,"p53_KO|cyclinD_amplification"
44,25,7,600048956,794865029,divided,"cyclinD_amplification|apoptosis_resistant|oncogene_RAS"
45,25,7,600048956,794765029,divided,"cyclinD_amplification|apoptosis_resistant|oncogene_RAS"
46,24,7,600148956,795401049,divided,"cyclinD_amplification|apoptosis_resistant|oncogene_RAS"
47,24,7,600148956,795300349,divided,"cyclinD_amplification|apoptosis_resistant"
48,22,7,600248956,795535109,divided,"p53_KO|cyclinD_amplification|apoptosis_resistant"
49,22,7,600248956,795401049,divided,"p53_KO|cyclinD_amplification|apoptosis_resistant|oncogene_RAS"
50,27,7,600416156,795770309,divided,"p53_KO|chromosomal_instab|apoptosis_resistant"
51,27,7,600416156,795686269,divided,"p53_KO|chromosomal_instab|apoptosis_resistant|cyclinD_amplification"
52,29,7,600549256,796020269,divided,"cyclinD_amplification|apoptosis_resistant"
53,29,7,600549256,795870709,divided,"cyclinD_amplification|apoptosis_resistant|oncogene_RAS"
54,26,7,600649256,733329849,apoptosis,"p53_KO|chromosomal_instab"
55,26,7,600649256,676036389,apoptosis,"p53_KO|chromosomal_instab"
56,28,7,600749256,796205129,divided,"cyclinD_amplification|apoptosis_resistant"
57,28,7,600749256,796120929,divided,"cyclinD_amplification|apoptosis_resistant|chromosomal_instab"
58,31,7,601050856,733329849,apoptosis,"cyclinD_amplification|oncogene_RAS|p53_KO"
59,31,7,601050856,796657709,divided,"cyclinD_amplification|oncogene_RAS|apoptosis_resistant"
60,30,7,601201176,733329849,apoptosis,"cyclinD_amplification|oncogene_RAS"
61,30,7,601201176,796775309,divided,"cyclinD_amplification|oncogene_RAS|apoptosis_resistant"
62,33,7,601301176,796908989,divided,"cyclinD_amplification|oncogene_RAS|apoptosis_resistant"
63,33,7,601301176,796858629,divided,"cyclinD_amplification|oncogene_RAS|apoptosis_resistant|chromosomal_instab"
64,32,7,601418256,797194549,divided,"cyclinD_amplification|oncogene_RAS|apoptosis_resistant|p53_KO"
65,32,7,601418256,797111049,divided,"cyclinD_amplification|oncogene_RAS|apoptosis_resistant"
66,38,8,794111209,,alive,"p53_KO|apoptosis_resistant"
67,38,8,794111209,,alive,"p53_KO|apoptosis_resistant"
68,39,8,794211209,,alive,"p53_KO|apoptosis_resistant"
69,39,8,794211209,,alive,"p53_KO|apoptosis_resistant"
70,45,8,794765029,,alive,"cyclinD_amplification|apoptosis_resistant|oncogene_RAS"
71,45,8,794765029,,alive,"cyclinD_amplification|apoptosis_resistant|oncogene_RAS"
72,44,8,794865029,,alive,"cyclinD_amplification|apoptosis_resistant|oncogene_RAS"
73,44,8,794865029,,alive,"cyclinD_amplification|apoptosis_resistant|oncogene_RAS"
74,47,8,795300349,,alive,"cyclinD_amplification|apoptosis_resistant|p53_KO"
75,47,8,795300349,,alive,"cyclinD_amplification|apoptosis_resistant"
76,46,8,795401049,,alive,"cyclinD_amplification|apoptosis_resistant|oncogene_RAS"
77,46,8,795401049,,alive,"cyclinD_amplification|apoptosis_resistant|oncogene_RAS"
78,49,8,795401049,,alive,"p53_KO|cyclinD_amplification|apoptosis_resistant|oncogene_RAS"
79,49,8,795401049,,alive,"p53_KO|cyclinD_amplification|apoptosis_resistant|oncogene_RAS"
80,48,8,795535109,,alive,"p53_KO|cyclinD_amplification|apoptosis_resistant"
81,48,8,795535109,,alive,"p53_KO|cyclinD_amplification|apoptosis_resistant"
82,51,8,795686269,832049734,apoptosis,"p53_KO|chromosomal_instab|apoptosis_resistant|cyclinD_amplification"
83,51,8,795686269,831573374,apoptosis,"p53_KO|chromosomal_instab|apoptosis_resistant|cyclinD_amplification|oncogene_RAS"
84,50,8,795770309,,alive,"p53_KO|chromosomal_instab|apoptosis_resistant"
85,50,8,795770309,854480850,apoptosis,"p53_KO|chromosomal_instab|apoptosis_resistant"
86,53,8,795870709,,alive,"cyclinD_amplification|apoptosis_resistant|oncogene_RAS"
87,53,8,795870709,,alive,"cyclinD_amplification|apoptosis_resistant|oncogene_RAS"
88,52,8,796020269,,alive,"cyclinD_amplification|apoptosis_resistant|p53_KO"
89,52,8,796020269,,alive,"cyclinD_amplification|apoptosis_resistant|p53_KO"
90,57,8,796120929,943440802,apoptosis,"cyclinD_amplification|apoptosis_resistant|chromosomal_instab"
91,56,8,796205129,,alive,"cyclinD_amplification|apoptosis_resistant"
92,59,8,796657709,,alive,"cyclinD_amplification|oncogene_RAS|apoptosis_resistant"
93,61,8,796775309,820515325,apoptosis,"cyclinD_amplification|oncogene_RAS|apoptosis_resistant|chromosomal_instab"
94,63,8,796858629,834394522,apoptosis,"cyclinD_amplification|oncogene_RAS|apoptosis_resistant|chromosomal_instab"
95,62,8,796908989,,alive,"cyclinD_amplification|oncogene_RAS|apoptosis_resistant"
96,65,8,797111049,,alive,"cyclinD_amplification|oncogene_RAS|apoptosis_resistant"
97,64,8,797194549,,alive,"cyclinD_amplification|oncogene_RAS|apoptosis_resistant|p53_KO|chromosomal_instab"
